
1	18	1.311941e+03	1.431013e+02	570	523	0	8.335465e+02	6.216424e+00
1	33	6.096516e+02	2.455980e+02	845	206	0	2.386564e+02	3.033250e+00
1	12	7.064962e+02	7.196934e+02	1199	292	0	6.522895e+02	4.149903e+00
1	1	1.185633e+03	5.436307e+02	735	756	0	4.981676e+02	2.566590e+00
1	34	1.096128e+03	5.155330e+02	1213	742	0	2.548458e+02	1.833244e+00
1	6	1.098486e+03	9.495966e+02	1126	896	1	6.024638e+01	2.616581e+00
1	21	1.049356e+03	9.141942e+02	655	350	0	6.883543e+02	3.033210e+00
1	17	5.265042e+02	7.051330e+02	777	731	0	2.518278e+02	2.666593e+00
1	31	5.677898e+02	1.480110e+02	795	227	0	2.405488e+02	3.116583e+00
1	46	9.934245e+02	3.512985e+02	627	807	0	5.847485e+02	2.066605e+00
1	41	1.145201e+03	2.031130e+02	858	750	0	6.177133e+02	3.149946e+00
1	32	9.369982e+02	3.986827e+02	1455	648	0	5.748782e+02	2.433246e+00
1	26	8.103494e+02	3.777846e+02	1171	453	0	3.684104e+02	3.683232e+00
1	11	8.156846e+02	6.382915e+02	556	492	0	2.980558e+02	2.083261e+00
1	13	9.507420e+02	7.569194e+02	688	185	0	6.293848e+02	2.483256e+00
1	16	5.316835e+02	6.878992e+02	554	719	1	3.827904e+01	2.366561e+00
1	45	1.143911e+03	2.113097e+02	1076	385	1	1.864947e+02	2.016531e+00
1	14	8.489787e+02	4.120197e+02	689	333	1	1.784301e+02	4.016603e+00
1	20	4.563087e+02	5.030053e+02	1114	239	0	7.087006e+02	1.983254e+00
1	47	7.581200e+02	9.209998e+02	801	475	0	4.480564e+02	1.733268e+00
1	22	1.063230e+03	8.495795e+02	977	768	1	1.187051e+02	3.366587e+00
1	15	1.159660e+03	3.697879e+02	970	627	0	3.195762e+02	1.866613e+00
1	48	1.334543e+03	6.811912e+02	1095	322	0	4.317399e+02	1.916584e+00
1	40	6.095874e+02	3.248883e+02	742	737	0	4.328616e+02	1.749872e+00
