
1	26	1.470354e+03	4.243326e+02	614	958	0	1.009031e+03	3.266498e+00
1	47	4.720379e+02	4.884850e+02	603	235	0	2.853169e+02	2.299980e+00
1	22	1.463272e+03	4.688969e+02	1299	91	0	4.120574e+02	2.116483e+00
1	45	1.046932e+03	2.231053e+02	1186	772	0	5.662377e+02	1.799928e+00
1	21	8.793494e+02	4.247477e+02	723	327	1	1.843901e+02	2.416687e+00
1	41	4.500326e+02	6.070246e+02	759	788	0	3.580683e+02	2.999931e+00
1	1	1.207872e+03	6.186556e+02	1205	749	1	1.303761e+02	3.249916e+00
1	12	5.344372e+02	1.612045e+02	1464	428	0	9.670920e+02	2.749903e+00
1	18	6.085297e+02	5.600752e+02	458	784	0	2.698176e+02	2.133279e+00
1	17	8.467058e+02	2.466719e+02	457	457	0	4.428414e+02	1.983253e+00
1	20	1.244092e+03	3.841682e+02	837	457	0	4.135559e+02	1.816617e+00
1	33	1.027730e+03	9.504854e+02	1308	461	0	5.640455e+02	2.266630e+00
1	31	1.238672e+03	8.838056e+02	804	979	0	4.449742e+02	1.883250e+00
1	15	1.176674e+03	5.152168e+02	1092	317	0	2.155449e+02	2.499965e+00
1	48	5.292393e+02	5.787317e+02	1032	1002	0	6.572095e+02	2.583309e+00
1	46	7.158719e+02	6.644652e+02	893	247	0	4.534882e+02	2.216635e+00
1	13	6.542967e+02	7.574363e+02	1225	782	0	5.712317e+02	2.783297e+00
1	40	5.970003e+02	9.105029e+02	576	238	0	6.728307e+02	2.266595e+00
1	11	1.023647e+03	3.634176e+02	1318	454	0	3.079753e+02	1.983290e+00
1	14	1.256356e+03	7.223654e+02	1302	561	1	1.676966e+02	2.099934e+00
1	6	5.849852e+02	3.775215e+02	859	320	0	2.799872e+02	1.599938e+00
1	16	6.873292e+02	2.495658e+02	653	253	1	3.450057e+01	4.499959e+00
1	34	7.303889e+02	5.138439e+02	1053	574	0	3.281717e+02	1.699897e+00
1	32	5.877682e+02	2.194759e+02	1377	993	0	1.105091e+03	3.216600e+00
1	42	1.027730e+03	9.504854e+02	1272	802	0	2.858599e+02	2.366631e+00
1	4	1.176674e+03	5.152168e+02	642	563	0	5.368049e+02	2.716604e+00
1	24	1.244092e+03	3.841682e+02	593	231	0	6.688659e+02	4.116539e+00
1	23	1.463272e+03	4.688969e+02	1018	1005	0	6.969029e+02	5.083283e+00
1	27	1.470354e+03	4.243326e+02	680	602	0	8.100771e+02	2.616584e+00
1	18	8.793494e+02	4.247477e+02	576	643	0	3.737043e+02	2.216643e+00
1	3	6.873292e+02	2.495658e+02	1302	531	0	6.760365e+02	3.949945e+00
1	2	6.542967e+02	7.574363e+02	1213	745	0	5.588417e+02	2.283267e+00
1	5	1.023647e+03	3.634176e+02	1185	296	1	1.748710e+02	3.433287e+00
1	7	5.849852e+02	3.775215e+02	822	330	0	2.417319e+02	1.916616e+00
1	43	5.292393e+02	5.787317e+02	1371	808	0	8.724248e+02	6.033273e+00
1	37	7.303889e+02	5.138439e+02	818	440	1	1.145802e+02	1.999926e+00
1	36	4.500326e+02	6.070246e+02	444	971	0	3.640254e+02	2.716609e+00
1	30	5.877682e+02	2.194759e+02	807	670	0	5.010334e+02	2.816620e+00
1	25	6.085297e+02	5.600752e+02	553	615	1	7.810432e+01	2.016630e+00
1	38	1.046932e+03	2.231053e+02	1498	775	0	7.127761e+02	3.649926e+00
1	44	5.970003e+02	9.105029e+02	1038	227	0	8.134230e+02	2.966614e+00
1	29	1.238672e+03	8.838056e+02	441	994	0	8.052478e+02	2.499929e+00
1	28	8.467058e+02	2.466719e+02	571	435	0	3.338880e+02	2.299947e+00
1	39	4.720379e+02	4.884850e+02	1013	816	0	6.323812e+02	4.349909e+00
1	9	5.344372e+02	1.612045e+02	1255	578	0	8.324237e+02	1.883293e+00
1	10	1.256356e+03	7.223654e+02	529	128	0	9.393176e+02	2.616562e+00
1	8	1.207872e+03	6.186556e+02	1465	464	0	3.000552e+02	1.833287e+00
1	35	7.158719e+02	6.644652e+02	1276	588	0	5.653233e+02	5.316607e+00
