
1	47	6.003634e+02	5.388373e+02	1457	804	0	8.967372e+02	3.466502e+00
1	48	9.746799e+02	4.935777e+02	1444	942	0	6.491101e+02	2.966611e+00
1	41	5.882525e+02	2.228022e+02	1471	661	0	9.855255e+02	2.733310e+00
1	46	4.715761e+02	7.623989e+02	566	563	0	2.206259e+02	3.216569e+00
1	31	6.062623e+02	3.724787e+02	618	862	0	4.896620e+02	3.033314e+00
1	13	5.573579e+02	4.928291e+02	1109	540	0	5.536552e+02	1.949916e+00
1	34	6.538289e+02	2.393065e+02	950	225	0	2.965164e+02	3.383242e+00
1	1	1.436109e+03	3.589323e+02	636	165	0	8.232763e+02	2.183238e+00
1	14	9.446040e+02	1.412134e+02	553	275	0	4.138267e+02	3.533256e+00
1	12	6.688700e+02	1.142719e+02	582	859	0	7.497775e+02	3.149939e+00
1	32	5.056244e+02	8.738710e+02	1271	284	0	9.663062e+02	3.083278e+00
1	21	7.286069e+02	4.906685e+02	565	701	0	2.664706e+02	2.716596e+00
1	15	1.159857e+03	8.703437e+02	1387	532	0	4.075172e+02	2.349918e+00
1	6	6.239002e+02	7.364648e+02	690	894	1	1.708406e+02	3.966599e+00
1	33	9.522087e+02	6.107706e+02	825	186	0	4.434097e+02	3.249917e+00
1	22	9.931218e+02	2.293008e+02	1090	875	0	6.529264e+02	2.716502e+00
1	40	6.423496e+02	9.266401e+02	777	667	0	2.924786e+02	3.233276e+00
1	26	1.074580e+03	5.512344e+02	571	257	0	5.832381e+02	2.466591e+00
1	45	7.247170e+02	7.709000e+02	1333	667	0	6.170927e+02	3.149911e+00
1	17	1.038956e+03	3.800066e+02	576	190	0	5.004307e+02	2.099868e+00
1	16	6.456458e+02	2.461734e+02	577	878	0	6.355447e+02	2.533267e+00
1	18	1.321858e+03	5.017124e+02	578	874	0	8.318193e+02	2.466591e+00
1	20	5.162974e+02	3.685679e+02	961	614	0	5.079344e+02	2.649872e+00
1	11	1.454027e+03	3.392744e+02	538	553	0	9.406296e+02	2.216616e+00
1	2	6.456458e+02	2.461734e+02	582	545	0	3.055292e+02	2.892144e+00
1	43	5.882525e+02	2.228022e+02	562	231	1	2.750264e+01	2.766596e+00
1	29	5.056244e+02	8.738710e+02	840	204	0	7.486883e+02	2.666453e+00
1	8	9.446040e+02	1.412134e+02	959	639	0	4.979947e+02	3.083262e+00
1	18	5.162974e+02	3.685679e+02	587	872	0	5.083726e+02	2.333340e+00
1	27	1.321858e+03	5.017124e+02	1118	368	0	2.437975e+02	2.566583e+00
1	30	1.038956e+03	3.800066e+02	730	922	0	6.238676e+02	2.616604e+00
1	23	1.074580e+03	5.512344e+02	773	214	0	4.524130e+02	2.433243e+00
1	10	5.573579e+02	4.928291e+02	961	161	0	5.225299e+02	2.966626e+00
1	4	6.239002e+02	7.364648e+02	1419	529	0	8.217209e+02	3.633301e+00
1	38	6.423496e+02	9.266401e+02	1196	623	0	6.314476e+02	3.999978e+00
1	36	6.538289e+02	2.393065e+02	1240	139	0	5.946915e+02	2.466668e+00
1	44	9.522087e+02	6.107706e+02	975	136	0	4.753174e+02	2.716601e+00
1	24	6.062623e+02	3.724787e+02	671	181	0	2.021264e+02	2.933301e+00
1	7	1.159857e+03	8.703437e+02	927	157	0	7.503877e+02	2.083266e+00
1	39	4.715761e+02	7.623989e+02	1085	915	0	6.321202e+02	3.783252e+00
1	3	1.454027e+03	3.392744e+02	1376	627	0	2.981178e+02	2.916644e+00
1	25	9.931218e+02	2.293008e+02	1344	865	0	7.261054e+02	2.766560e+00
1	5	1.436109e+03	3.589323e+02	770	217	0	6.810622e+02	4.433241e+00
1	28	7.286069e+02	4.906685e+02	710	661	1	1.713448e+02	4.349929e+00
1	9	6.688700e+02	1.142719e+02	1389	362	0	7.615487e+02	2.716553e+00
1	37	6.003634e+02	5.388373e+02	1105	241	0	5.859737e+02	2.199921e+00
1	35	7.247170e+02	7.709000e+02	1198	759	0	4.734326e+02	2.699875e+00
1	42	9.746799e+02	4.935777e+02	1353	993	0	6.265371e+02	2.866591e+00
