subject,trial,null,pic_id,act_x,act_y,est_x,est_y,correct,distance,rt,day,condition,act_quad,est_quad,quad_diff
VRTag_024,15,1,44,1359.705,146.1718,761,715,0,825.8408,4.016543,1,video,1,1,0
VRTag_024,16,1,24,748.5668,205.304,1332,153,0,585.773,4.349937,1,video,3,3,0
VRTag_024,17,1,5,1183.963,234.1298,744,179,0,443.4037,6.583256,1,video,1,1,0
VRTag_024,18,1,7,473.2621,167.6816,1427,897,0,1200.634,2.549925,1,video,3,2,1
VRTag_024,19,1,8,1230.273,937.9553,358,183,0,1153.61,2.499871,1,video,4,1,3
VRTag_024,20,1,42,1390.517,894.8923,1023,892,0,367.5286,2.733201,1,video,4,4,0
VRTag_024,21,1,39,1022.998,355.1819,1042,800,0,445.2238,4.149889,1,video,1,4,-3
VRTag_024,22,1,18,819.1387,800.1002,1584,338,0,893.6159,5.566559,1,video,4,1,3
VRTag_024,23,1,35,546.8805,970.0972,1116,137,0,1008.934,7.666546,1,video,2,3,-1
VRTag_024,24,1,27,1467.797,838.2398,1013,475,0,582.0509,2.849889,1,video,4,1,3
VRTag_025,1,1,30,1320.575,860.2278,550,765,0,776.4368,4.583208,1,video,4,4,0
VRTag_025,2,1,5,1349.008,775.349,1129,915,0,260.5877,7.583165,1,video,4,4,0
VRTag_025,3,1,23,893.5749,403.3083,789,351,1,116.9276,5.099891,1,video,1,1,0
VRTag_025,4,1,10,1104.093,403.1851,624,803,0,624.7731,2.833254,1,video,1,4,-3
VRTag_025,5,1,37,720.859,530.4795,998,421,0,297.9814,4.916542,1,video,3,3,0
VRTag_025,6,1,24,560.5238,694.8696,1190,428,0,683.7102,3.499858,1,video,3,3,0
VRTag_025,7,1,44,666.9651,612.0652,536,766,0,202.1084,2.86658,1,video,3,2,1
VRTag_025,8,1,43,712.4117,770.2857,1240,184,0,788.7206,2.099879,1,video,2,3,-1
VRTag_025,9,1,4,647.7358,721.2881,546,726,1,101.8448,2.333251,1,video,3,3,0
VRTag_025,10,1,29,645.7086,200.4575,568,889,0,692.9137,2.733249,1,video,3,2,1
VRTag_025,11,1,28,476.684,278.2287,581,204,1,128.0302,2.599925,1,video,3,3,0
VRTag_025,12,1,8,606.1958,274.5446,1088,927,0,811.0693,4.583234,1,video,3,2,1
VRTag_025,13,1,25,1217.644,118.3186,580,545,0,767.2331,2.016634,1,video,1,1,0
VRTag_025,14,1,38,605.8189,693.341,1291,749,0,687.438,3.283245,1,video,3,3,0
VRTag_025,15,1,2,1092.11,829.0024,473,265,0,837.4935,4.18326,1,video,4,1,3
VRTag_025,16,1,7,1150.234,942.2764,1163,916,1,29.21352,2.483272,1,video,4,4,0
VRTag_025,17,1,35,541.6135,281.2951,1290,432,0,763.4097,4.483178,1,video,3,3,0
VRTag_025,18,1,39,554.9678,825.5876,1313,794,0,758.6901,6.966559,1,video,2,2,0
VRTag_025,19,1,3,1437.196,298.4877,1065,915,0,720.1507,6.899886,1,video,1,4,-3
VRTag_025,20,1,27,898.2775,894.0058,823,431,0,469.0854,5.399959,1,video,4,1,3
VRTag_025,21,1,18,1054.557,941.4251,1471,233,0,821.7606,2.149926,1,video,4,1,3
VRTag_025,22,1,36,1450.24,246.3118,839,855,0,862.6215,2.716585,1,video,1,4,-3
VRTag_025,23,1,9,528.7931,141.6536,1076,426,0,616.6752,3.149969,1,video,3,3,0
VRTag_025,24,1,42,1306.393,735.2462,1323,414,0,321.6752,7.149884,1,video,1,1,0
VRTag_026,1,1,35,625.0332,380.7941,401,290,0,241.7322,2.624271,1,video,3,3,0
VRTag_026,2,1,23,533.0495,689.5463,1492,962,0,996.9038,2.499987,1,video,3,2,1
VRTag_026,3,1,3,702.6161,630.6858,1213,188,0,675.6201,2.799766,1,video,3,3,0
VRTag_026,4,1,42,725.8301,867.581,379,530,0,483.9959,2.3832,1,video,2,3,-1
VRTag_026,5,1,38,1462.22,952.3015,1471,171,0,781.3508,1.949954,1,video,4,1,3
VRTag_026,6,1,28,973.4334,221.4743,610,193,0,364.5472,1.91663,1,video,1,1,0
VRTag_026,7,1,43,865.7265,422.179,559,268,0,343.2963,1.549964,1,video,1,1,0
VRTag_026,8,1,10,1058.883,757.157,692,893,0,391.2247,1.766514,1,video,4,4,0
VRTag_026,9,1,9,784.9069,276.5931,1225,973,0,823.811,2.233264,1,video,1,4,-3
VRTag_026,10,1,25,1271.836,132.7773,1351,776,0,648.0759,2.999904,1,video,1,4,-3
VRTag_026,11,1,2,704.9794,894.6492,637,678,0,227.0641,1.616591,1,video,2,3,-1
VRTag_026,12,1,27,1170.867,637.8306,1216,617,1,49.70778,4.483269,1,video,1,1,0
VRTag_026,13,1,30,1271.036,647.6189,886,512,0,408.2222,1.233178,1,video,1,1,0
VRTag_026,14,1,29,1161.68,288.3018,810,453,0,388.3356,2.216559,1,video,1,1,0
VRTag_026,15,1,8,1134.231,420.9049,959,230,0,259.1341,3.916618,1,video,1,1,0
VRTag_026,16,1,4,1218.588,924.3256,1320,395,0,538.9527,1.69995,1,video,4,1,3
VRTag_026,17,1,24,1242.384,701.6072,1432,945,0,308.5356,2.516609,1,video,1,4,-3
VRTag_026,18,1,37,1061.576,453.1953,1177,526,1,136.4665,1.249913,1,video,1,1,0
VRTag_026,19,1,44,1463.253,936.1632,1121,624,0,463.2311,3.566608,1,video,4,1,3
VRTag_026,20,1,7,1046.258,700.209,964,505,0,211.8323,1.083318,1,video,1,1,0
VRTag_026,21,1,18,968.5147,859.9296,960,540,0,320.0429,1.149942,1,video,4,1,3
VRTag_026,22,1,36,888.6727,458.4722,1149,165,0,392.2961,2.933246,1,video,1,1,0
VRTag_026,23,1,5,1352.773,597.4756,1116,927,0,405.7682,1.966581,1,video,1,4,-3
VRTag_026,24,1,39,1389.111,773.878,476,423,0,978.2058,1.499897,1,video,4,1,3
VRTag_027,1,1,24,588.4197,329.5741,1161,279,0,574.8094,2.425092,1,video,3,3,0
VRTag_027,2,1,18,698.6813,792.3432,763,910,1,134.0896,2.599948,1,video,2,2,0
VRTag_027,3,1,39,1238.391,388.4583,776,471,0,469.7007,1.98312,1,video,1,1,0
VRTag_027,4,1,2,1159.919,899.6454,661,708,0,534.4606,1.799964,1,video,4,1,3
VRTag_027,5,1,25,487.4168,287.7273,1009,278,0,521.6739,1.683326,1,video,3,3,0
VRTag_027,6,1,10,883.6678,139.1193,649,386,0,340.6157,2.166664,1,video,1,1,0
VRTag_027,7,1,38,830.402,390.1319,960,687,0,323.9233,1.649896,1,video,1,1,0
VRTag_027,8,1,23,953.8958,461.3417,1243,378,0,300.8771,2.533221,1,video,1,1,0
VRTag_027,9,1,35,1186.127,943.9596,778,714,0,468.4537,1.83335,1,video,4,1,3
VRTag_027,10,1,4,659.0057,425.319,1159,379,0,502.1352,6.433237,1,video,3,3,0
VRTag_027,11,1,43,1211.915,256.8804,1155,704,0,450.7274,1.733306,1,video,1,1,0
VRTag_027,12,1,28,512.0397,962.1646,1149,931,0,637.7222,2.383237,1,video,2,2,0
VRTag_027,13,1,29,915.3545,332.1082,972,152,1,188.8059,2.116572,1,video,1,1,0
VRTag_027,14,1,9,725.5674,182.9202,521,776,0,627.3687,2.483297,1,video,3,2,1
VRTag_027,15,1,44,959.5862,109.6888,695,565,0,526.6063,1.44998,1,video,1,1,0
VRTag_027,16,1,5,810.5431,833.6764,522,373,0,543.5806,3.066598,1,video,4,1,3
VRTag_027,17,1,37,1333.644,738.1654,1127,491,0,322.1684,1.86654,1,video,1,1,0
VRTag_027,18,1,42,453.7071,798.8343,1107,706,0,659.8559,2.749948,1,video,2,3,-1
VRTag_027,19,1,3,880.3635,490.6129,762,314,0,212.6077,2.583312,1,video,1,1,0
VRTag_027,20,1,36,850.81,119.6894,1154,710,0,663.6194,4.766527,1,video,1,1,0
VRTag_027,21,1,27,457.8512,379.0518,1159,264,0,710.5255,2.466582,1,video,3,3,0
VRTag_027,22,1,30,530.0806,767.7241,1270,708,0,742.3259,2.999882,1,video,2,3,-1
VRTag_027,23,1,8,1039.116,225.6979,638,693,0,615.8454,2.216514,1,video,1,1,0
VRTag_027,24,1,7,1265.11,366.5306,511,995,0,981.6594,2.716613,1,video,1,4,-3
VRTag_028,1,1,47,600.3634,538.8373,1457,804,0,896.7372,3.466502,1,video,3,2,1
VRTag_028,2,1,48,974.6799,493.5777,1444,942,0,649.1101,2.966611,1,video,1,4,-3
VRTag_028,3,1,41,588.2525,222.8022,1471,661,0,985.5255,2.73331,1,video,3,3,0
VRTag_028,4,1,46,471.5761,762.3989,566,563,0,220.6259,3.216569,1,video,2,3,-1
VRTag_028,5,1,31,606.2623,372.4787,618,862,0,489.662,3.033314,1,video,3,2,1
VRTag_028,6,1,13,557.3579,492.8291,1109,540,0,553.6552,1.949916,1,video,3,3,0
VRTag_028,7,1,34,653.8289,239.3065,950,225,0,296.5164,3.383242,1,video,3,3,0
VRTag_028,8,1,1,1436.109,358.9323,636,165,0,823.2763,2.183238,1,video,1,1,0
VRTag_028,9,1,14,944.604,141.2134,553,275,0,413.8267,3.533256,1,video,1,1,0
VRTag_028,10,1,12,668.87,114.2719,582,859,0,749.7775,3.149939,1,video,3,2,1
VRTag_028,11,1,32,505.6244,873.871,1271,284,0,966.3062,3.083278,1,video,2,3,-1
VRTag_028,12,1,21,728.6069,490.6685,565,701,0,266.4706,2.716596,1,video,3,3,0
VRTag_028,13,1,15,1159.857,870.3437,1387,532,0,407.5172,2.349918,1,video,4,1,3
VRTag_028,14,1,6,623.9002,736.4648,690,894,1,170.8406,3.966599,1,video,3,2,1
VRTag_028,15,1,33,952.2087,610.7706,825,186,0,443.4097,3.249917,1,video,1,1,0
VRTag_028,16,1,22,993.1218,229.3008,1090,875,0,652.9264,2.716502,1,video,1,4,-3
VRTag_028,17,1,40,642.3496,926.6401,777,667,0,292.4786,3.233276,1,video,2,3,-1
VRTag_028,18,1,26,1074.58,551.2344,571,257,0,583.2381,2.466591,1,video,1,1,0
VRTag_028,19,1,45,724.717,770.9,1333,667,0,617.0927,3.149911,1,video,2,3,-1
VRTag_028,20,1,17,1038.956,380.0066,576,190,0,500.4307,2.099868,1,video,1,1,0
VRTag_028,21,1,16,645.6458,246.1734,577,878,0,635.5447,2.533267,1,video,3,2,1
VRTag_028,22,1,18,1321.858,501.7124,578,874,0,831.8193,2.466591,1,video,1,4,-3
VRTag_028,23,1,20,516.2974,368.5679,961,614,0,507.9344,2.649872,1,video,3,3,0
VRTag_028,24,1,11,1454.027,339.2744,538,553,0,940.6296,2.216616,1,video,1,1,0
VRTag_029,1,1,33,594.1943,461.0338,742,908,0,470.771,5.099828,1,video,3,2,1
VRTag_029,2,1,45,1149.277,198.6657,1252,573,0,388.1728,4.399958,1,video,1,1,0
VRTag_029,3,1,26,1377.967,722.7537,1259,151,0,583.9995,2.016589,1,video,1,1,0
VRTag_029,4,1,20,1211.925,136.0315,1145,817,0,684.2492,2.116595,1,video,1,4,-3
VRTag_029,5,1,41,512.2625,326.1974,987,905,0,748.5908,2.383253,1,video,3,2,1
VRTag_029,6,1,48,590.9685,272.6432,1121,697,0,678.9787,2.049907,1,video,3,3,0
VRTag_029,7,1,34,606.7889,442.9604,515,866,0,432.883,3.199892,1,video,3,2,1
VRTag_029,8,1,46,1275.726,123.9231,514,511,0,854.4325,4.849903,1,video,1,1,0
VRTag_029,9,1,22,1294.342,461.9313,1105,135,0,377.8022,4.316569,1,video,1,1,0
VRTag_029,10,1,11,1405.609,191.3669,784,639,0,766.0111,4.366599,1,video,1,1,0
VRTag_029,11,1,18,939.3336,835.3659,577,139,0,784.9912,2.749876,1,video,4,1,3
VRTag_029,12,1,1,459.3309,486.0933,946,904,0,641.477,3.599829,1,video,3,2,1
VRTag_029,13,1,13,500.0361,582.3003,1287,572,0,787.0313,5.766565,1,video,3,3,0
VRTag_029,14,1,6,697.3995,864.5818,1162,162,0,842.3033,4.94994,1,video,2,3,-1
VRTag_029,15,1,12,1302.789,594.1561,1273,161,0,434.1792,2.416504,1,video,1,1,0
VRTag_029,16,1,15,1157.099,269.9163,347,608,0,877.8165,5.783264,1,video,1,1,0
VRTag_029,17,1,32,695.4242,662.2871,768,262,0,406.8133,5.066583,1,video,3,3,0
VRTag_029,18,1,21,449.5037,544.3041,1390,706,0,954.2949,6.333212,1,video,3,3,0
VRTag_029,19,1,16,1280.106,173.9891,368,704,0,1054.916,11.3999,1,video,1,1,0
VRTag_029,20,1,17,1398.639,449.2341,1274,582,1,182.1036,2.916586,1,video,1,1,0
VRTag_029,21,1,31,818.593,652.505,511,357,0,426.5403,3.833276,1,video,1,1,0
VRTag_029,22,1,40,1106.147,429.8252,928,438,1,178.3341,2.083213,1,video,1,1,0
VRTag_029,23,1,47,1061.783,116.7752,630,920,0,911.9248,2.499912,1,video,1,4,-3
VRTag_029,24,1,14,1407.965,746.2939,1228,603,0,230.0449,1.783264,1,video,1,1,0
VRTag_031,1,1,25,1116.903,926.4477,732,299,0,736.0983,6.641471,1,video,4,1,3
VRTag_031,2,1,23,659.2369,631.8755,591,916,0,292.2037,2.366523,1,video,3,2,1
VRTag_031,3,1,7,1179.408,756.3973,1325,199,0,576.0978,2.266379,1,video,4,1,3
VRTag_031,4,1,5,834.1356,823.7705,560,135,0,741.3199,3.316628,1,video,4,1,3
VRTag_031,5,1,35,1082.497,861.4959,1485,316,0,677.9194,3.149923,1,video,4,1,3
VRTag_031,6,1,4,889.4722,492.7391,599,837,0,450.4328,7.6999,1,video,1,4,-3
VRTag_031,7,1,44,1405.031,374.2152,695,242,0,722.2357,2.449884,1,video,1,1,0
VRTag_031,8,1,30,1209.509,931.9777,959,683,0,353.192,1.66658,1,video,4,1,3
VRTag_031,9,1,37,552.9771,680.5426,1040,92,0,763.9199,3.383278,1,video,3,3,0
VRTag_031,10,1,3,1356.644,443.4588,1353,586,1,142.5878,2.166597,1,video,1,1,0
VRTag_031,11,1,27,1254.422,166.5262,1495,421,0,350.192,6.049912,1,video,1,1,0
VRTag_031,12,1,18,484.4999,528.0667,677,351,0,261.5509,2.59995,1,video,3,3,0
VRTag_031,13,1,28,1194.171,118.8257,657,104,0,537.3756,2.433286,1,video,1,1,0
VRTag_031,14,1,39,484.7133,461.149,451,294,1,170.515,1.983292,1,video,3,3,0
VRTag_031,15,1,29,512.4932,530.0053,1079,618,0,573.3001,1.666581,1,video,3,3,0
VRTag_031,16,1,2,562.941,811.4592,627,606,0,215.2139,2.449964,1,video,2,3,-1
VRTag_031,17,1,24,834.4389,891.6766,1510,655,0,715.8202,9.883267,1,video,4,1,3
VRTag_031,18,1,8,531.4587,111.4429,557,927,0,815.957,3.299878,1,video,3,2,1
VRTag_031,19,1,43,709.8672,370.0923,616,749,0,390.3615,3.433286,1,video,3,3,0
VRTag_031,20,1,9,1421.063,718.864,1300,139,0,592.3669,1.633247,1,video,1,1,0
VRTag_031,21,1,36,531.4377,811.7892,1492,557,0,993.7794,3.033227,1,video,2,3,-1
VRTag_031,22,1,38,959.1477,687.9556,584,753,0,380.7447,3.09991,1,video,1,4,-3
VRTag_031,23,1,42,1091.64,582.45,1425,717,0,359.4894,5.033235,1,video,1,1,0
VRTag_031,24,1,10,1113.665,751.677,1251,869,1,180.6258,2.450001,1,video,4,4,0
VRTag_032,1,1,36,533.4084,555.1144,627,425,1,160.2784,4.908305,1,video,3,3,0
VRTag_032,2,1,44,634.5082,271.2946,776,278,1,141.6506,4.916687,1,video,3,3,0
VRTag_032,3,1,38,586.7927,215.4855,680,927,0,717.5935,2.516534,1,video,3,2,1
VRTag_032,4,1,27,953.3967,727.1145,1188,174,0,600.8114,5.566651,1,video,1,1,0
VRTag_032,5,1,23,1454.532,811.5869,635,175,0,1037.726,3.766676,1,video,4,1,3
VRTag_032,6,1,3,482.3014,678.8758,564,865,0,203.2655,4.449957,1,video,3,2,1
VRTag_032,7,1,24,616.3111,702.7982,1172,92,0,825.7509,4.449973,1,video,3,3,0
VRTag_032,8,1,9,688.7086,183.0644,747,822,0,641.5891,7.633245,1,video,3,2,1
VRTag_032,9,1,2,531.5908,345.8586,745,689,0,404.091,4.949978,1,video,3,3,0
VRTag_032,10,1,4,614.0728,466.964,507,874,0,420.8835,3.049942,1,video,3,2,1
VRTag_032,11,1,30,991.5749,198.9124,651,471,0,435.9161,8.416627,1,video,1,1,0
VRTag_032,12,1,25,1443.319,369.0183,790,162,0,685.3338,7.816613,1,video,1,1,0
VRTag_032,13,1,5,560.2893,745.2833,1404,916,0,860.8089,3.149985,1,video,3,2,1
VRTag_032,14,1,35,1464.412,963.0024,517,486,0,1060.717,9.18328,1,video,4,1,3
VRTag_032,15,1,10,822.6676,527.6925,964,709,0,229.8853,3.133238,1,video,1,1,0
VRTag_032,16,1,43,1016.076,930.8349,1290,919,0,274.1794,3.199873,1,video,4,4,0
VRTag_032,17,1,39,1056.978,279.7707,1415,691,0,545.2427,4.533307,1,video,1,1,0
VRTag_032,18,1,18,484.966,670.0491,882,143,0,659.8612,8.099949,1,video,3,3,0
VRTag_032,19,1,28,475.9952,961.9355,987,840,0,525.3515,2.433267,1,video,2,2,0
VRTag_032,20,1,42,1354.734,688.5286,501,622,0,856.3221,4.949973,1,video,1,1,0
VRTag_032,21,1,7,1439.489,793.2108,493,167,0,1134.892,2.633333,1,video,4,1,3
VRTag_032,22,1,29,885.7981,519.2689,1158,167,0,445.1823,5.63328,1,video,1,1,0
VRTag_032,23,1,37,957.1497,840.7737,993,913,1,80.63424,2.949934,1,video,4,4,0
VRTag_032,24,1,8,638.9105,892.5073,963,167,0,794.6036,2.566628,1,video,2,3,-1
VRTag_042,1,1,26,1080.353,412.6007,1372,886,0,556.0257,3.633289,1,video,1,4,-3
VRTag_042,2,1,31,584.5834,377.8527,530,399,1,58.53677,2.966646,1,video,3,3,0
VRTag_042,3,1,13,1026.347,604.6074,1298,240,0,454.6798,2.866483,1,video,1,1,0
VRTag_042,4,1,46,897.5558,717.7595,964,547,1,183.2311,2.733313,1,video,1,1,0
VRTag_042,5,1,45,521.7826,143.1597,1307,163,0,785.468,2.983294,1,video,3,3,0
VRTag_042,6,1,32,503.442,951.3935,470,374,0,578.3611,3.399926,1,video,2,3,-1
VRTag_042,7,1,18,1236.698,733.949,597,826,0,646.2871,2.483228,1,video,1,4,-3
VRTag_042,8,1,6,507.3888,848.1322,1036,466,0,652.269,6.399922,1,video,2,3,-1
VRTag_042,9,1,14,1163.501,214.8073,1216,197,1,55.43683,3.683272,1,video,1,1,0
VRTag_042,10,1,34,818.9443,136.7741,1040,778,0,678.2597,6.133211,1,video,1,4,-3
VRTag_042,11,1,21,669.231,875.1929,887,161,0,746.6558,4.816537,1,video,2,3,-1
VRTag_042,12,1,20,529.339,143.2798,731,308,0,260.3842,1.66659,1,video,3,3,0
VRTag_042,13,1,12,1263.183,661.0196,1357,858,0,218.181,3.366634,1,video,1,4,-3
VRTag_042,14,1,40,579.8694,538.2967,1243,130,0,778.748,3.066567,1,video,3,3,0
VRTag_042,15,1,15,1413.984,792.2819,1319,647,1,173.5765,7.516564,1,video,4,1,3
VRTag_042,16,1,48,1306.851,442.7257,1113,689,0,313.4154,4.13325,1,video,1,1,0
VRTag_042,17,1,11,824.4412,760.3565,773,799,1,64.33909,2.666553,1,video,4,4,0
VRTag_042,18,1,17,758.3644,786.4893,1384,629,0,645.1533,4.066558,1,video,4,1,3
VRTag_042,19,1,47,1359.896,889.4769,794,407,0,743.6546,3.033266,1,video,4,1,3
VRTag_042,20,1,16,1273.089,489.0765,646,182,0,698.2381,4.049921,1,video,1,1,0
VRTag_042,21,1,22,1331.343,901.0736,1421,888,1,90.60497,8.616594,1,video,4,4,0
VRTag_042,22,1,33,1291.766,793.3514,1346,547,0,252.2506,2.199914,1,video,4,1,3
VRTag_042,23,1,41,890.0183,142.0971,693,534,0,438.639,6.46657,1,video,1,1,0
VRTag_042,24,1,1,562.1123,935.1802,513,898,1,61.59858,2.233355,1,video,2,2,0
VRTag_004,25,1,5,1023.647,363.4176,560,267,0,473.5663,2.883295,2,video,1,1,0
VRTag_004,26,1,9,534.4372,161.2045,1351,789,0,1030.001,5.616643,2,video,3,2,1
VRTag_004,27,1,42,1027.73,950.4854,1357,676,0,428.6737,3.316547,2,video,4,1,3
VRTag_004,28,1,30,587.7682,219.4759,632,547,0,330.4973,1.916607,2,video,3,3,0
VRTag_004,29,1,25,608.5297,560.0752,522,548,1,87.36822,2.916571,2,video,3,3,0
VRTag_004,30,1,27,1470.354,424.3326,1398,544,1,139.8405,4.583238,2,video,1,1,0
VRTag_004,31,1,23,1463.272,468.8969,762,921,0,834.3737,7.949917,2,video,1,4,-3
VRTag_004,32,1,29,1238.672,883.8056,775,685,0,504.4956,5.649946,2,video,4,1,3
VRTag_004,33,1,43,529.2393,578.7317,1404,518,0,876.8664,4.083251,2,video,3,3,0
VRTag_004,34,1,39,472.0379,488.485,707,799,0,389.3928,6.749952,2,video,3,2,1
VRTag_004,35,1,2,654.2967,757.4363,1324,347,0,785.4683,3.166612,2,video,2,3,-1
VRTag_004,36,1,10,1256.356,722.3654,509,171,0,928.7332,4.333286,2,video,1,1,0
VRTag_004,37,1,44,597.0003,910.5029,519,529,0,389.3951,2.099922,2,video,2,3,-1
VRTag_004,38,1,4,1176.674,515.2168,1270,330,0,207.4006,5.749949,2,video,1,1,0
VRTag_004,39,1,18,879.3494,424.7477,521,911,0,604.0328,3.14992,2,video,1,4,-3
VRTag_004,40,1,8,1207.872,618.6556,1416,471,0,255.1851,2.783228,2,video,1,1,0
VRTag_004,41,1,38,1046.932,223.1053,1401,554,0,484.6186,9.933189,2,video,1,1,0
VRTag_004,42,1,28,846.7058,246.6719,778,394,1,162.561,2.266566,2,video,1,1,0
VRTag_004,43,1,37,730.3889,513.8439,781,544,1,58.91411,2.116614,2,video,3,3,0
VRTag_004,44,1,3,687.3292,249.5658,1136,540,0,534.4694,1.916544,2,video,3,3,0
VRTag_004,45,1,36,450.0326,607.0246,1181,732,0,741.5741,1.799953,2,video,3,3,0
VRTag_004,46,1,24,1244.092,384.1682,638,178,0,640.1977,3.23331,2,video,1,1,0
VRTag_004,47,1,7,584.9852,377.5215,1269,806,0,807.1369,3.0832,2,video,3,2,1
VRTag_004,48,1,35,715.8719,664.4652,1154,916,0,505.199,1.716601,2,video,NaN,NaN,NaN
VRTag_007,25,1,8,726.2688,571.4897,1169,860,0,528.4403,2.824708,2,video,3,2,1
VRTag_007,26,1,25,923.9624,888.1325,775,777,1,185.8501,2.166597,2,video,4,4,0
VRTag_007,27,1,2,814.3153,840.789,1271,566,0,532.9821,2.366425,2,video,4,1,3
VRTag_007,28,1,24,1111.608,624.4696,1415,274,0,463.5466,2.899923,2,video,1,1,0
VRTag_007,29,1,44,1211.89,895.7911,815,207,0,794.9559,1.999944,2,video,4,1,3
VRTag_007,30,1,27,563.7664,664.8497,902,795,0,362.4101,1.983269,2,video,3,2,1
VRTag_007,31,1,38,760.1485,751.9358,952,323,0,469.886,2.533274,2,video,4,1,3
VRTag_007,32,1,29,1405.007,162.0825,1188,896,0,765.3279,1.966594,2,video,1,4,-3
VRTag_007,33,1,42,1257.369,714.5516,588,230,0,826.3444,2.283256,2,video,1,1,0
VRTag_007,34,1,39,810.7628,681.7539,819,345,0,336.8547,2.366569,2,video,1,1,0
VRTag_007,35,1,43,632.4665,743.8294,958,758,0,325.8417,2.316602,2,video,3,2,1
VRTag_007,36,1,28,836.7077,467.3857,915,161,0,316.2307,2.299939,2,video,1,1,0
VRTag_007,37,1,5,1099.609,264.637,803,735,0,556.074,2.799918,2,video,1,1,0
VRTag_007,38,1,4,1130.096,297.3461,1181,751,0,456.5009,3.749924,2,video,1,4,-3
VRTag_007,39,1,3,1421.462,559.0708,862,343,0,599.7368,4.966605,2,video,1,1,0
VRTag_007,40,1,37,1167.543,319.6742,877,640,0,432.4626,2.016519,2,video,1,1,0
VRTag_007,41,1,9,807.1291,760.5935,813,820,1,59.69594,6.133292,2,video,4,4,0
VRTag_007,42,1,7,1471.495,941.8993,1217,360,0,635.1176,6.816583,2,video,4,1,3
VRTag_007,43,1,23,1311.67,586.0976,1072,414,0,295.0585,1.99984,2,video,1,1,0
VRTag_007,44,1,35,897.8621,412.8931,1207,550,0,338.1782,2.166511,2,video,1,1,0
VRTag_007,45,1,30,1096.72,894.6056,1042,246,0,650.9098,8.333162,2,video,4,1,3
VRTag_007,46,1,10,1250.838,241.2645,832,679,0,605.8364,4.533221,2,video,1,1,0
VRTag_007,47,1,18,1135.65,179.8199,1204,229,1,84.20427,3.616569,2,video,1,1,0
VRTag_007,48,1,36,1350.686,321.1371,1210,439,1,183.5325,7.116555,2,video,NaN,NaN,NaN
VRTag_008,25,1,40,768.893,311.8297,957,271,1,192.4871,5.249866,2,video,1,1,0
VRTag_008,26,1,16,1165,498.1905,709,626,0,473.5733,6.066623,2,video,1,1,0
VRTag_008,27,1,33,1247.47,707.8422,1488,550,0,287.6954,2.466509,2,video,1,1,0
VRTag_008,28,1,6,1159.416,940.4337,1472,374,0,646.9591,6.166544,2,video,4,1,3
VRTag_008,29,1,47,1050.814,167.9891,722,272,0,344.8719,2.499927,2,video,1,1,0
VRTag_008,30,1,45,1126.423,163.6415,961,566,0,435.0371,3.71659,2,video,1,1,0
VRTag_008,31,1,34,918.41,477.2865,574,269,0,402.4941,2.483297,2,video,1,1,0
VRTag_008,32,1,1,1421.865,459.4069,767,645,0,680.6563,5.483259,2,video,1,1,0
VRTag_008,33,1,26,727.0957,636.9258,558,380,0,307.578,4.78331,2,video,3,3,0
VRTag_008,34,1,22,947.8728,799.7992,1268,797,0,320.1394,4.783185,2,video,4,4,0
VRTag_008,35,1,20,1198.783,895.0673,1324,736,0,202.4391,4.63326,2,video,4,1,3
VRTag_008,36,1,18,675.9123,298.6475,1300,785,0,791.2169,3.283281,2,video,3,2,1
VRTag_008,37,1,13,1063.977,649.8731,826,653,0,237.9975,2.099947,2,video,1,1,0
VRTag_008,38,1,15,738.7866,162.6488,822,831,0,673.5115,1.983269,2,video,3,2,1
VRTag_008,39,1,31,1292.815,536.9986,1278,375,1,162.6746,4.049912,2,video,1,1,0
VRTag_008,40,1,17,1335.442,154.9955,1226,271,1,159.4821,7.96656,2,video,1,1,0
VRTag_008,41,1,12,904.0121,676.053,960,876,0,207.6378,2.116563,2,video,1,4,-3
VRTag_008,42,1,46,518.2624,747.531,763,430,0,400.902,5.616543,2,video,3,3,0
VRTag_008,43,1,21,1133.573,322.6012,588,269,0,548.2002,3.616573,2,video,1,1,0
VRTag_008,44,1,32,886.8767,939.5459,520,270,0,763.4725,2.583262,2,video,4,1,3
VRTag_008,45,1,14,1101.34,132.1156,1223,424,0,316.2242,5.033237,2,video,1,1,0
VRTag_008,46,1,11,633.3642,379.083,1126,697,0,586.3116,5.099912,2,video,3,3,0
VRTag_008,47,1,48,778.3409,737.3964,814,443,0,296.5481,3.299906,2,video,1,1,0
VRTag_008,48,1,41,1281.87,882.432,1094,272,0,638.6879,3.099925,2,video,NaN,NaN,NaN
VRTag_009,25,1,32,1281.307,169.6921,1059,731,0,603.7278,8.366359,2,video,1,1,0
VRTag_009,26,1,20,731.1223,259.4339,539,642,0,428.0978,3.333333,2,video,3,3,0
VRTag_009,27,1,41,1371.217,328.4903,535,128,0,859.9155,4.566599,2,video,1,1,0
VRTag_009,28,1,16,1255.616,717.6139,1217,444,0,276.3254,2.766628,2,video,1,1,0
VRTag_009,29,1,11,627.6132,331.733,1184,548,0,596.9403,4.316555,2,video,3,3,0
VRTag_009,30,1,1,1132.97,483.9225,1178,397,1,97.89392,7.283258,2,video,1,1,0
VRTag_009,31,1,21,712.867,620.3439,855,653,1,145.8362,3.566549,2,video,3,3,0
